user_id,parent_asin,rating,timestamp
AEQ7Y56NEUZTFG2QJYQ4T32EIUZA,B00006KOL8,5.0,1196699321000
AEKAQ5SHLEIE44SA3WXLLKD4RJVA,B06XWB4X41,5.0,1594588833136
AEKAQ5SHLEIE44SA3WXLLKD4RJVA,B0032KHQTS,5.0,1605129604446
AHCDZ4OXU7U4AWYCAK2674R3NYVQ,B000H4W7VY,5.0,1419271697000
AHCDZ4OXU7U4AWYCAK2674R3NYVQ,B001U5SPHO,4.0,1571847579105
AFE454TBPJXVP55M6STLR6R5664A,B004GVZUUY,4.0,1623010282043
AFXFEXKD2XNGFLVJ2MMAXNYJSDAQ,B002PXW26A,5.0,1441231169000
AE2JU3MEWV5JD7DLS5RLWRQK2OQQ,B00FP5A13G,5.0,1404925228000
AGAM2CCKV52HI4YZU7ASZTSXA7YQ,B003N3QRFI,5.0,1605994656996
AE2VZF52AHYFDF3RAWZ67QHLYLRA,B00079RO7G,5.0,1470236751000
AF6AK5OVE22L55JHPJZITX5SFAUQ,B0029XHGSK,5.0,1573587647727
AF6AK5OVE22L55JHPJZITX5SFAUQ,B0029XHGVC,5.0,1573588200405
AEPEQWZ3XSLBKE6RSCNKXGO6YN3A,B0061SHL16,5.0,1555640958649
AEAW3I4OQJJNGEUOTWPSTNF4NQYQ,B002PXVYUU,5.0,1515878401934
AERBGR3GPGZ4IJMR3C2SYO64PVLQ,B00F8LWD6U,5.0,1422824963000
AGF6GWDAWG7UW3R5O2G5O5JZC4BQ,B002VB3X96,1.0,1603437123948
AEZTSZFWI6C6GOUJ2LIH47YFC4AA,B002PXVYO6,5.0,1555111837217
AFQW7QX2DREMFPK5WSMQKG27UOQA,B0047ERVHA,5.0,1408743411000
AGHWYYIDFNU6QHVTQNO4NBCUH3VA,B00006LDIH,5.0,1376934662000
AGHWYYIDFNU6QHVTQNO4NBCUH3VA,B00006KT0A,5.0,1461038369000
AGHWYYIDFNU6QHVTQNO4NBCUH3VA,B0061SHL02,1.0,1463247387000
AGVGIZWQAEFXMES5GGQBTMNNESXQ,B00005N7VL,5.0,1246111685000
AGG2NB2RZZ42ZAKKZBEMTU35D53Q,B00006KPSH,5.0,1433459719000
AGG2NB2RZZ42ZAKKZBEMTU35D53Q,B0714C2W8M,5.0,1519998958341
AETTGDSJDM554ISAC6U5N3WIZQ6A,B01AAQYXD8,2.0,1482249835000
AFMO5FNLPZY3U3LOVLUVG3TCGAIQ,B002PXW0EY,5.0,1430835516000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7R0,4.0,1052405979000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIN8,5.0,1067873213000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPP,3.0,1081169558000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIR1,2.0,1081177880000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00008DP07,4.0,1081177949000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIN0,3.0,1081449624000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOC,3.0,1098413884000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOH,5.0,1098998332000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SK,5.0,1100204201000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7QD,5.0,1103343320000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B0000C4CU9,4.0,1103824314000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NINY,3.0,1106068868000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRG,3.0,1106925002000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7VN,4.0,1122578091000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIO2,4.0,1127852291000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NINU,4.0,1128178646000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRS,4.0,1131476339000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006GXD4,4.0,1135209627000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOW,4.0,1137980073000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7PS,3.0,1142485471000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7UC,4.0,1150863584000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7NY,2.0,1153770772000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000EGCIW8,4.0,1153771169000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005V3E8,3.0,1157824985000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPO,4.0,1158422007000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7TL,3.0,1163620402000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006J9HV,3.0,1174762778000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7OJ,3.0,1174763405000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7QI,3.0,1175306244000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000EQ4010,4.0,1175988534000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7XO,4.0,1181594048000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SS,4.0,1184234382000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005R8BL,3.0,1190152066000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7P0,4.0,1190665602000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006F2SY,4.0,1206113606000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000UHI2LW,4.0,1214419310000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000UHI32U,4.0,1217048212000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPH,3.0,1219766847000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00007AWME,4.0,1225305798000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000K7KJXQ,3.0,1226267712000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00008GT1F,3.0,1230746874000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000069YWG,4.0,1231865804000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KT0K,4.0,1246251254000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOP,4.0,1247853720000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006LE7S,3.0,1250797427000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRE,4.0,1257190191000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SC,4.0,1260591102000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006LIR1,4.0,1261508375000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000XXDJ8E,3.0,1264015011000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000O1PKOG,3.0,1268773552000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B001THPA26,4.0,1282924980000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B0029XHGT4,3.0,1291846065000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7T3,4.0,1324699161000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000063XJL,2.0,1336315735000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B002MRSM8Q,5.0,1342813850000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KPBF,5.0,1348858351000
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000FTJ7BE,5.0,1526830776794
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006K32H,5.0,1538967465998
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KP86,4.0,1560303617546
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00XZF1JUM,4.0,1561600676336
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KPSH,4.0,1648232610565
AHCNKBCBGA3MBKR3IDYEGW6ZXBBQ,B002PXVZKE,3.0,1376240555000
AHCNKBCBGA3MBKR3IDYEGW6ZXBBQ,B002PXW13Y,5.0,1376240652000
AGGJ6SHNO3HLK5JODWEITQQJETKQ,B00008IHFC,5.0,1443140595000
AGGJ6SHNO3HLK5JODWEITQQJETKQ,B00005R8BH,5.0,1443140658000
AHKQCLSBQZZFKXMICWCL5RAXPJMA,B002PXVYQY,5.0,1500701934455
AHPXDXGUHYKWYX6KIKCH2IB4DFUQ,B001U5SPME,5.0,1534267446870
AGJFPQJ5UH5BQEQGL6GKURTN6XZA,B003N3QRF8,5.0,1574544792592
AEYXC43NC7JOUQ7BE3GXC3GVDA5A,B002PXVYB4,5.0,1526273803673
AGSFGWKZ4JADOV2GO4DLCOBWAHBQ,B001THPA58,5.0,1381835835000
AGNFCXSJSYDHFRF4ZKIEDV3GVZFA,B002XPVNOC,5.0,1660032629892
AEPDCH7PA3NCPRFIQHMTMSHB6ACA,B00006KNXP,5.0,1500643218577
AGRAOCJONTYGH225RFXEYYRJXPDA,B01N702LLM,5.0,1526746333053
AHYOLM6ON6SWZUSPCYROBCRPAGZA,B003N3QRFI,3.0,1525479124980
AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,B0058EONOM,5.0,1361642713000
AGSXRFM7UTPHNPDUHSRIFSXLYPHQ,B000FTJ7BE,5.0,1377386930000
AHASA7BCDFZESMNACODEJ2R3ZLOA,B015GHGCSA,5.0,1447975131000
AHNQS77OY2P2K353P7VOFG6W2BXA,B01M1OBFVN,4.0,1485438921000
AHNQS77OY2P2K353P7VOFG6W2BXA,B001U5SPIS,2.0,1488379632000
AFAR7QJKL73Z6OYJ7343HUIDZOEA,B07DRWHT3P,5.0,1648074568253
AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B00JDTEG9A,5.0,1411667104000
AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B00F418D36,5.0,1427686589000
AHQ6IMGDXCSNDOGTPOMKKWMV74HQ,B00008KFZF,5.0,1416670724000
AHQ6IMGDXCSNDOGTPOMKKWMV74HQ,B00B8C8SWQ,5.0,1442411103000
AEVMMH3CC3WDT3X7NWQBDNPB73UA,B004GVZUUY,5.0,1659354180329
AHXZZRPP65AP7ACEAMVC75A4JNAQ,B002PXW13Y,4.0,1375005142000
AFFCQNWCHXTY7BANIWXLP5C2BKPA,B005PRCK7O,2.0,1392894277000
AH4UNA3HYDPXDLP7OETQQOQQDWYA,B0029XHGSK,5.0,1539634994762
AHY2D6IXQLDYWPW2GPTS5RMCSGBA,B0000AFQRG,5.0,1648004941546
AE2CJPQPEGCIDJKZZRYDSVRV46SA,B00009VPDT,4.0,1560446967744
AFOIBDPU4QUZS2L5QEOXA7HRRXKA,B000063XJL,5.0,1466771537000
AFHPJTBQYQHQXIFBAODXDAIGCGMQ,B002PXVYU0,5.0,1655821477180
AE4RHEIVRSRRA7BUF7WP3CTKSJSQ,B002PXVYEQ,5.0,1595943983833
AHW4LOVWIR4WOR7DN5IPIV5PCSEA,B000063XJL,5.0,1530546223140
AF4GF2FH5BAIIRUMVFTAFNVTNI3A,B00HG1BP0A,4.0,1438374499000
AEKMLZCPTS7TBH7GYZXCKA7ZK6BQ,B001TP73UA,5.0,1518375329860
AFFRD2C6P27MKZZBDIBGVMGQK3UA,B001THPA4Y,5.0,1561705188317
AFFRD2C6P27MKZZBDIBGVMGQK3UA,B00AYI9YXC,5.0,1666746149557
AGEK7CO557BUVLGDZSWK5PR57FYA,B001THPA3K,5.0,1529014497912
AGEK7CO557BUVLGDZSWK5PR57FYA,B002PXVYSC,5.0,1531256811269
AEH6DBAT44UEB4RFU7YZYYKKF5HQ,B00005NIOH,1.0,1521922807837
AFRUD3CIGC72MATAOCKOCXUJNRYQ,B002PXW24C,1.0,1394829378000
AG5FGCIM6PBJX3JNDRKQMITZTIMA,B001THPA3U,5.0,1369616050000
AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B00007B9E3,4.0,1130946072000
AFFFVUA7JPDUWCPP2EUVIWCHGNIQ,B002PXVZP4,5.0,1512324680722
AFFFVUA7JPDUWCPP2EUVIWCHGNIQ,B00006KVLZ,5.0,1525048626342
AFEDEBP63M2MH22DA3422UDGDCZQ,B002PXVYEQ,5.0,1571767755836
AFEDEBP63M2MH22DA3422UDGDCZQ,B002PXVYQY,5.0,1571767796924
AHMG3ALUBE3FEBHODTBHP5J24YDA,B00006KPDP,5.0,1086195409000
AFD5WCTWVBWEQGBGKVZOMXQIROWA,B002PXVYUU,5.0,1565794495357
AGOHVW36I4ZG6B7WUO54NYW54CMQ,B002PXW04Y,5.0,1420152991000
AGOHVW36I4ZG6B7WUO54NYW54CMQ,B07DRWHT3P,5.0,1579914046114
AH7UKE3JVRDLDME7ZEDCPVF7QS5Q,B000063XJL,1.0,1601674471276
AFJG3NUK732IZEI7IQJLEWEEBGBA,B00005NIOH,5.0,1368287420000
AFYPV3CYOWYYNPDX7VVQR35BOBAA,B004GVZUUY,5.0,1577989568762
AF4Y6EJFZUKH2VM3MT4ANIKYIIKA,B07BZB64FG,5.0,1593022031233
AF6GXOIPGAG5GN2QS3RGQDZR7ADQ,B01IA73GWS,5.0,1497896843205
AEN35Z7JGYCSOJI6HOFKKUTL5SKA,B00007AVQZ,2.0,1299631317000
AEN35Z7JGYCSOJI6HOFKKUTL5SKA,B00006FXOO,1.0,1416495068000
AHIR2TJN7GNFMFMT334SQFDFV6VA,B00D8GWHXG,3.0,1392525172000
AHJYOD56GVUHGUW6NV4US7JR6NDA,B07QRN3Y9V,3.0,1576214082071
AEWOXXP4EAMGOHI4C74EXBFD2QNA,B002PXW148,5.0,1427494686000
AHEZKYETH4DLYBFQNVQ6VFDGJGGQ,B0029XHGT4,5.0,1304431152000
AHEZKYETH4DLYBFQNVQ6VFDGJGGQ,B000A177ZA,5.0,1420329813000
AGBSX3LOMIYINVJ62FHMI5PEMG6Q,B00005N7T9,4.0,1452578042000
AG5VBCXQND3AWHLMO6Y3AZ5G7SRA,B00HG1BOSS,1.0,1413076368000
AGVPQBKOES5MMAMYSWSFZZRIZEJA,B01FV50Y18,5.0,1620369172743
AGLVEAUZVEJRP5RAYPUE5EXKVL6A,B00HG1BOZG,4.0,1394140448000
AFJUCBEAC7M7SRVUROM6777HTXMA,B002ANPG4U,1.0,1562893783411
AECI7CGYXRR2GH6IWC7AFJBMTVJQ,B00007B224,3.0,1237984971000
AEODO3TTAFLGBYU6H2OOI3S3ZVKQ,B00005N7SL,5.0,1035259955000
AEODO3TTAFLGBYU6H2OOI3S3ZVKQ,B00496IJ9A,5.0,1366572967000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIOA,5.0,1009704944000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIOW,5.0,1009706229000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7OV,5.0,1009706958000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7QG,5.0,1009708086000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7RD,5.0,1024087519000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7TM,5.0,1024382895000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NINY,5.0,1033821727000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KWIC,5.0,1075362334000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KYZ9,5.0,1113983161000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIRE,5.0,1133999192000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7SL,5.0,1135785836000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B000FTJ7JQ,5.0,1150570836000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7U1,4.0,1150579133000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00CY40K3M,5.0,1374473643000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KFT2,4.0,1424046624000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005QDWH,5.0,1434933752000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00O9K26IQ,5.0,1461193061000
AGWDYYVVWM3DC3CASUZKXK67G6IA,B002PXVZW2,4.0,1486687089000
AGR7DRERPBV2JUK6DK6BIMUXCWUA,B000VI4N36,5.0,1416872468000
AFV22KPPUP7BSPTANT6C5LLDGTPA,B094P9JTML,5.0,1660584727802
AHJENSQGXLUZX2T5F47JCSJ7QY5Q,B0058K4RA6,5.0,1415217768000
AGCO5AU5AVDFJKKVVX2TAYMDDP3Q,B002PXW0M6,1.0,1295741396000
AHQSQIYCKORL2GSXFYBAITTPMCOQ,B0061SHL16,5.0,1599755053400
AHQSQIYCKORL2GSXFYBAITTPMCOQ,B07QMB5L67,5.0,1626816068551
AHQSQIYCKORL2GSXFYBAITTPMCOQ,B002PXW1IE,5.0,1637678159320
AGBIOOEPWR7VNGVCMWTKLNTFWFBQ,B072ZLXZXX,1.0,1529434617664
AEY7KTVUE2J7IKGZLRTFU36EASXQ,B07QRN3Y9V,4.0,1614712120328
AH5L5W3MIS6BWFWAGJB37HHCKGWQ,B002PXVYO6,5.0,1599190539315
AEBVAQQB36PC2PJX32PWGVQ2N67A,B01N35UMQV,5.0,1496320675000
AEBVAQQB36PC2PJX32PWGVQ2N67A,B0089FUF6W,5.0,1498484948494
AFII632QNIDFWDVOOJEXCP26CNKQ,B001THPA3A,5.0,1519061831670
AFEKJ4FQZO7BWJLE4XZ2C2XOAV5A,B002CT515Q,5.0,1514422183770
AFVZX7HUMKY5VJOEKHMM4HFQTDGQ,B003I7HS5M,5.0,1534958141718
AEA45B3KT25O2RMY76VRW2D67AXA,B00Y05PFX8,4.0,1454402074000
AEJ2AEBOKQITAQIDFI5PT3KPW4FQ,B002PXVYQY,5.0,1564682434499
AEZIW242EBVLBV24LA7FKYVN7YUQ,B0032KHQTS,5.0,1592582797867
AHQT3NDKZRAPY4M5E75VPDQ7PLIQ,B0089FUF6W,5.0,1528331561836
AGJKA4YKQ4ZNHQZDL5X4QIMNV4VA,B0089FUF6W,5.0,1479051083000
AHTLG4HMRAKA2PV64QS2LL2RSOHA,B00Y05PFX8,4.0,1600356527439
AHTLG4HMRAKA2PV64QS2LL2RSOHA,B00005NIOH,4.0,1604039183267
AHTLG4HMRAKA2PV64QS2LL2RSOHA,B08ZW2GHD1,4.0,1622729392101
AHTLG4HMRAKA2PV64QS2LL2RSOHA,B01BJ902IU,4.0,1639762051769
AG3BMKRMGDRTL3J35BY3T6KRF7WQ,B001THPA4Y,5.0,1391263139000
AE46NJ5H3EJIEHPS3CMZSHQISACA,B00Y05PFX8,5.0,1453412268000
AFCVDZA4URAZMKA7CN2BJYKZ5XBQ,B002PXVYEQ,5.0,1455823247000
AGSJHYSKRI7JCE67R44XPVXEWLZA,B00007AXQ2,5.0,1485093839000
AFCZVOTXXESIUKWAS76MB6UOUGXQ,B002PXW1IE,3.0,1646868897458
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B01LZ307TD,5.0,1478536132000
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B0037STB02,5.0,1481855911000
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B002PXVYQY,5.0,1484364975000
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B0089FUF6W,5.0,1489729763000
AG4VSC4PHMS5O6BSOPXURF22CPFA,B06X18NG77,5.0,1532880499713
AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B00005N7T3,5.0,1367539128000
AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B001THPA30,5.0,1367539710000
AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B003I7HS4I,5.0,1618241554086
AFLAWX6G66PLCE4OTJ6M3OSKW47A,B015HSVUK8,5.0,1447273183000
AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B00007AVYI,3.0,1276106255000
AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B002FCNHN8,4.0,1435733798000
AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B0046Z4NEE,4.0,1451705978000
AECW54ZMQEQZ5CQHUEZWHBKTG6EQ,B001U5SPJW,5.0,1459649262000
AF3UYNHYZ7EPPTNK3AVUGX3WFKEA,B00005NIRE,5.0,1526524382358
AHKIQTLDB524S4LYFLBHV3ASHQ4A,B0029XHGSK,5.0,1520373391934
AHKIQTLDB524S4LYFLBHV3ASHQ4A,B00008RUJP,5.0,1520373688522
AHKIQTLDB524S4LYFLBHV3ASHQ4A,B000EGCIW8,4.0,1520374456129
AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B01FV4YCNA,5.0,1496188988000
AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B01HVTD9QE,5.0,1496189140000
AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B000063XJL,5.0,1567916507497
AEP42AJQLNVHOROH4BWTGNP3IQQQ,B000H1R1QI,5.0,1426707352000
AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00006K1TL,2.0,1317616921000
AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00007AZWJ,5.0,1364934921000
AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00005N7SC,4.0,1435774575000
AHJTUSL7TSP3UI2YI67YQAYE6UZQ,B0089FUF6W,5.0,1576964044131
AHJTUSL7TSP3UI2YI67YQAYE6UZQ,B002VB3X96,4.0,1609774659757
AHJNM2ZAAY4ZDB4TLXYTGNJQTIUQ,B00005NIOA,5.0,1367341796000
AERS7Y7NLENBH3MWIUI4L4MDDKHQ,B06XPPNZPX,2.0,1543177061266
AH657HWZYYGPQOSBUYGCB2AZW4LQ,B00PE3SNLG,1.0,1448757095000
AGP3UAVLQVNA2C7KSDATDL3VZ2FA,B002PXVYEQ,5.0,1569888400382
AEKPJAGBAS2ZYMVBSRW4XYEQI7IA,B002PXW1IE,2.0,1599457269220
AEXFRBK44A6TGMENEP52A6FCLAGQ,B002PXVYGO,4.0,1464652626000
AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B007Q1M38I,5.0,1581213806388
AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B002PXW04Y,5.0,1581213945714
AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B002PXW14S,5.0,1581214182509
AEQIVU6BF23G3ELOJDCE55WMERUA,B00M9NU5BU,5.0,1420785657000
AGKW5PGYC4QATMYFN4IRRHEV3EAQ,B002VB3X96,5.0,1609468621731
AGKW5PGYC4QATMYFN4IRRHEV3EAQ,B0089FUF6W,5.0,1609468675606
AFLMDRW4SMIKIB2WJ3DVS55P2SBA,B00JYEK0Q2,5.0,1402907744000
AFLMDRW4SMIKIB2WJ3DVS55P2SBA,B00NXV5IL4,5.0,1474184539000
AFJ7M57S7SDKN5OLZGMEP4VD6CTA,B0160CORYG,5.0,1449895449000
AFFPNISXOBDFRRUOICTTZQLK3WAA,B0037STB02,5.0,1468959107000
AGSDQQCNCNVHSRHKOR236AG66ZSA,B00005NIOC,5.0,1417520657000
AGSDQQCNCNVHSRHKOR236AG66ZSA,B0000AWD92,5.0,1437600769000
AGSDQQCNCNVHSRHKOR236AG66ZSA,B001THPA3K,2.0,1473888635000
AGSDQQCNCNVHSRHKOR236AG66ZSA,B002PXVYBE,2.0,1473888759000
AGQ6ZYEXA3LPDQH5VNZFK3C45BLA,B00005N7PH,4.0,1507747898922
AGQ6ZYEXA3LPDQH5VNZFK3C45BLA,B00005NIOH,5.0,1507914793145
AFFCHT24KMIDP3C34C3LQX732TZQ,B0061SHL02,5.0,1644544338048
AEL372W7LXNKUVQLOGE4QTKONNGA,B002PXVZW2,5.0,1453317776000
AEL372W7LXNKUVQLOGE4QTKONNGA,B001UJE7J0,5.0,1453318014000
AERTIQWBB3LUARR6ISEJKX3BKRYQ,B004GVZUUY,1.0,1591024080322
AHT72TZIAZFWJFV4XPMQIQGS72HA,B002PXVYEQ,5.0,1580743710776
AE4SRJ4IVDWUWGZF7BZ4MXH7WKUA,B01H6WOLPY,5.0,1627851950303
AFCVEJEJDI4W4UKUQKX2VA2BNLNA,B001THPA3K,1.0,1640911676121
AHYIB22EKW4FIKWWUQ3QIFY3UKCA,B002CT515Q,4.0,1487346043000
AE5DKX6S7IETZBJZB6XSNNSSWKLA,B002PXW0XK,5.0,1436130374000
AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B004GVZUUY,5.0,1619959992661
AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B01HDAJ8JI,5.0,1623683288511
AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B002PXW1IE,4.0,1661711881512
AHIU4AGKFODM25JDHN6GGMMN7GAQ,B06XQ87WMZ,5.0,1533099179023
AHIU4AGKFODM25JDHN6GGMMN7GAQ,B01LY3VKMY,5.0,1534142186761
AE3X3OR52JVXEIQUXWVUP5XC5HYQ,B002V0CJL0,5.0,1634165975026
AFLI6Z2DXZXVDH3QMQ2URWZRKERQ,B004GVZUTU,5.0,1456935782000
AFLI6Z2DXZXVDH3QMQ2URWZRKERQ,B01N35UMQV,5.0,1495656238000
AHJOI2JU7WF3FCUBPNPEDJLMFHCQ,B001THPA26,5.0,1431452693000
AHJOI2JU7WF3FCUBPNPEDJLMFHCQ,B002CT515Q,5.0,1442426651000
AF3JWAOD7HXW3HZ7URFXWUWJTHMQ,B002PXVZW2,5.0,1451924929000
AHQY4HJIBK3LLXZYYIMT4HLQ7ARA,B002PXVYQY,5.0,1587517156988
AFZFJFRHAKQJQJBLFWII5M33JFEA,B001THPA4Y,3.0,1516929345869
